306,1,원산지표시 우수음식점,1,한우리외식산업(주),203073.5486,446852.3622,강남구 논현동 91-18 ,545-3334
304,1,원산지표시 우수음식점,1,한서외식산업(주),203110.8549,446894.9602,"강남구 논현동 91-4 지하1층, 지상3,4,5층 ",541-4277
281,1,원산지표시 우수음식점,1,한미리,205718.858,445010.7262,강남구 대치동 968-4 ,556-4834
246,1,원산지표시 우수음식점,1,한국관,203977.367,443049.4983,"강남구 도곡동 193-40 (지상 1,2층) ",3462-5450
232,1,원산지표시 우수음식점,1,토다이코엑스점,205166.2746,445781.7236,강남구 삼성동 159 무역센터 코엑스몰N13호 ,551-5000
239,1,원산지표시 우수음식점,1,무화잠압구정점,202625.3435,446785.8193,강남구 신사동 587-14 ,3445-0003
233,1,원산지표시 우수음식점,1,사월에보리밥,202540.9413,447393.5684,강남구 신사동 610-5 지하1층 ,540-5292
283,1,원산지표시 우수음식점,1,삼원가든,202900.5107,447307.8433,강남구 신사동 623-4 ,548-3030
296,1,원산지표시 우수음식점,1,상락원,203879.3387,445119.3379,강남구 역삼동 698-28 지상1층 ,555-5220
218,1,원산지표시 우수음식점,1,코리아하우스,204580.2214,447321.2048,"강남구 청담동 125-6 (지상 1,2층) ",3443-2121
273,1,원산지표시 우수음식점,1,삼정복집,205073.2734,446794.286,강남구 청담동 133-2 ,3447-3030
123,1,원산지표시 우수음식점,1,강진수산 수산물직판장,203974.5889,444834.1165,강남구 역삼동 707번지 38호 지하1층  ,562-1155
124,1,원산지표시 우수음식점,1,지리산,202894.0284,443340.4083,강남구 도곡동 946번지 12호 .13  ,571-2471
125,1,원산지표시 우수음식점,1,영천영화식육식당,204383.1064,447169.7305,"강남구 청담동 50번지 13호 상민빌딩 1,2층 ",3442-0381
126,1,원산지표시 우수음식점,1,진다함,203824.1068,444922.4875,강남구 역삼동 701번지 상록회관 지하1층  ,560-3470
410,1,원산지표시 우수음식점,1,토모,202462.0291,447267.9573,"강남구 신사동 582-3,4",518-0553
289,1,원산지표시 우수음식점,1,궁연,204478.8858,447271.5953,강남구 청담동 125-23(에버원메디칼리조트17층),3673-1104
407,1,원산지표시 우수음식점,1,광양불고기본가,205760.1993,444861.3024,강남구 대치동 983-1,554-6877
408,1,원산지표시 우수음식점,1,사리원,203772.3807,442890.8141,강남구 도곡동 411-5,573-2202
411,1,원산지표시 우수음식점,1,(주)강강술래 역삼점,203499.727,443863.5567,강남구 역삼동 797-19,567-9233
406,1,원산지표시 우수음식점,1,남포면옥,203021.4917,446240.8427,강남구 논현동 89-10,540-2596
1080,1,원산지표시 우수음식점,1,(주)아모제마르쉐,205201.9935,445832.2591,강남구 삼성동 159 ,
1081,1,원산지표시 우수음식점,1,오므토마토,205291.952,445706.5817,강남구 삼성동 159-9 ,
1077,1,원산지표시 우수음식점,1,(주)아모제스칼렛,204794.9312,445136.5358,강남구 대치동 891 ,2052-1483
1078,1,원산지표시 우수음식점,1,명가원,205663.56,444536.4596,강남구 대치동 986-8 ,553-8811
1465,1,원산지표시 우수음식점,1,CJ푸드빌(주) 빕스도곡역점,205070.0984,443490.295,강남구 대치동 500 ,02-569-1997
1466,1,원산지표시 우수음식점,1,씨제이푸드빌(주) 차이나팩토리대치점,205885.149,444682.3776,강남구 대치동 984-6 ,02-2051-0674
1467,1,원산지표시 우수음식점,1,씨푸드오션대치점 CJ푸드빌,205910.2845,444636.0754,강남구 대치동 984-8 ,02-5378-9378
1468,1,원산지표시 우수음식점,1,연타발,202844.1544,446884.5091,강남구 신사동 629-32 ,02-545-4248
1363,1,원산지표시 우수음식점,1,보노보노플러스(삼성점),205126.9442,445251.6695,강남구 대치동 942-10 B1층 ,02)3288-8080
1453,1,원산지표시 우수음식점,1,(주)세븐스프링스 역삼점,202861.6169,444395.5687,강남구 역삼동 823-21 대공빌딩 B1,567-7738
1079,1,원산지표시 우수음식점,1,연타발,205083.5525,445602.7723,강남구 삼성동 154-8 ,557-9981
94,1,원산지표시 우수음식점,10,씨제이푸드빌(주)피셔스마켓,203499.9255,461847.7849,도봉구 창동 715-1 미화빌딩 2층 ,903-6245
95,1,원산지표시 우수음식점,10,산울참숯갈비,202781.911,460505.0218,도봉구 쌍문동 103-66 ,
96,1,원산지표시 우수음식점,10,(주)매일건강 더구이,202902.9581,460759.0223,도봉구 쌍문동 103-1 ,994-5292
424,1,원산지표시 우수음식점,10,도봉산갈비,204031.8052,465156.4722,도봉구 도봉동 559-23,955-1177
506,1,원산지표시 우수음식점,10,착한전복,203971.8108,461353.8068,도봉구 창동 334 지하1층~지상3층,903-4455
507,1,원산지표시 우수음식점,10,풍천 장어마을,201759.2282,462614.3505,도봉구 방학동 592-1 1층,956-1991
1506,1,원산지표시 우수음식점,10,(주)미스터피자창동점,203526.1193,461359.2969,"도봉구 창동 691-10 2,3층 ",02-900-2032
1507,1,원산지표시 우수음식점,10,맹박골갈비예찬,203257.5667,461342.7604,도봉구 창동 700-28 ,02-997-4711
1508,1,원산지표시 우수음식점,10,씨제이푸드빌(주) 빕스창동점,203276.749,461383.7709,"도봉구 창동 700-29 2,5층 ",02-904-1997
271,1,원산지표시 우수음식점,11,초우마을,204931.1919,454430.8377,동대문구 휘경동 329 ,957-2266
81,1,원산지표시 우수음식점,11,야리성,205860.0135,451380.1197,동대문구 장안동 464-5 ,2215-9999
82,1,원산지표시 우수음식점,11,크리스탈,204198.4269,452886.2633,동대문구 전농동 647-1 ,2217-4000
83,1,원산지표시 우수음식점,11,송림골,203835.6162,453898.958,동대문구 청량리동 640 ,967-1118
510,1,원산지표시 우수음식점,11,장안옥,205844.5354,452182.8671,동대문구 장안동 166-11,2248-4485
511,1,원산지표시 우수음식점,11,신토불이,206688.0287,453371.5762,동대문구 장안동 316-15,2212-5292
512,1,원산지표시 우수음식점,11,금강산,206514.0648,452357.4263,동대문구 장안동 337-15,2242-5060
514,1,원산지표시 우수음식점,11,명품한방삼계탕,206212.8361,452336.458,동대문구 장안동 372-4,2215-9339
515,1,원산지표시 우수음식점,11,정애,206077.766,452148.405,동대문구 장안동 374-11,3394-9222
517,1,원산지표시 우수음식점,11,경희궁,204448.3263,454669.8231,동대문구 회기동 60-97 한신빌딩 1층,957-3969
509,1,원산지표시 우수음식점,11,장원,205840.5666,452184.5869,동대문구 장안동 166-11,2248-7833
513,1,원산지표시 우수음식점,11,일미,206317.7436,452379.7175,동대문구 장안동 367-3,2242-4338
516,1,원산지표시 우수음식점,11,박가뼈다귀감자탕,205799.0269,451624.8597,동대문구 장안동 431-1,2242-2533
1104,1,원산지표시 우수음식점,11,푸드캐피탈 청량리점,204130.1642,453472.7796,동대문구 전농동 591-53 지하2층 ,3707-1987
1102,1,원산지표시 우수음식점,11,돈벼락돌김치삼겹살,206439.1876,452443.5483,동대문구 장안동 342-24 ,2212-9597
